0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9,Unnamed: 0,abbreviation,abbreviation_for_term,acronym,acronym_for_term,antonym,antonym_for_term,astrology,attribute,attributive_form,attributive_form_for_term,body,childish,colloquial,dated,definition,disease,domain,domain2,euphemistic,field,folklore,humorous,informal,jargon,literary,literature,main_noun_maria,main_noun_nltk,matter,measure,misspelling,misspelling_for_term,mythology,nonstandard,obsolete,offensive,plural,plural_for_term,pos,process,property,rare,role,slang,slur,supplementary_info,synonym,synonym_for_term,term,theology,units,vulgar
reflux,disease,,,,,,,,,,,,,,,,,4022,False,,False,,False,,False,False,False,,False,False,False,False,Gastroesophageal reflux disease (GERD),True,,False,False,False,False,False,False,False,False,False,,reflux disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gastric reflux,False,False,False
disease,,,,,,,,,,,,,,,,,,4143,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the stomach and the intestine,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gastroenteropathy,False,False,False
disease,,,,,,,,,,,,,,,,,,4246,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the stomach,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gastropathy,False,False,False
diarrheal,disease,,,,,,,,,,,,,,,,,10351,False,,False,,False,,False,False,False,,False,False,False,False,An infectious diarrheal disease caused by the Giardia lamblia parasite.,True, medicine,False,False,False,False,False,False,False,False,False,,diarrheal disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,giardiasis,False,False,False
disease,,,,,,,,,,,,,,,,,,10471,False,,False,,False,,False,False,False,,False,False,False,False,A disease of sheep caused by tapeworm.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gid,False,False,False
disease,,,,,,,,,,,,,,,,,,12685,False,,False,,False,,False,False,False,,False,False,False,False,"An infectious disease of horses, mules and donkeys caused by the bacterium Burkholderia, one species of which may be transmitted to humans.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,glanders,False,False,False
eye,disease,,,,,,,,,or,disorder,,,,,,,13013,False,,False,,False,,False,False,False,,False,False,False,False,"An eye disease or disorder that is defined as a characteristic optic neuropathy, or disease of the optic nerve, possibly, if untreated, leading to damage of the optic disc of the eye and resultant visual field loss due to lack of communication between the retina and the brain, which can lead to blindness.",True, pathology,False,False,False,False,False,False,False,False,False,,eye disease or disorder,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,glaucoma,False,False,False
disease,,,,,,,,,,,,,,,,,,14051,False,,False,,False,,False,False,False,,False,False,False,False,"Any disease of the renal glomeruli 2015 July 17, Characterization of Proteinuria in Dogue de Bordeaux Dogs, a Breed Predisposed to a Familial Glomerulonephropathy: A Retrospective Study, in PLOS ONE[1], DOI:10.1371/journal.pone.0133311:Samples from 102 adult Dogue de Bordeaux dogs (47 non-proteinuric [urine protein-to-creatinine ratio0.2], 20 borderline-proteinuric [0.2 0.5]) were used, of which 2 were suffering from familial glomerulonephropathy.",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,glomerulonephropathy,False,False,False
disease,,,,,,,,,,,,,,,,,,14055,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the renal glomeruli.,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,glomerulopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,14277,False,,False,,False,,False,False,False,,False,False,False,False,A disease of horses and cattle accompanied by carbuncles in the mouth and on the tongue.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,glossanthrax,False,False,False
disease,,,,,,,,,,,,,,,,,,15787,False,,False,,False,,False,False,False,,False,False,False,False,Any lipid-storage disease that involves glycosphingolipids,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,glycosphingolipidosis,False,False,False
disease,,,,,,,,,,,,,,,,,,17195,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease of goats, resembling sheeppox.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,goatpox,False,False,False
disease,,,,,,,,,,,,,,,,,,18604,False,,False,,False,,False,False,False,,False,False,False,False,A disease of the teeth that causes them to loosen and fall out of their sockets.,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gomphiasis,False,False,False
disease,,,,,,,,,,,,,,,,,,18704,False,,False,,False,,False,False,False,,False,False,False,False,A disease caused by Gonderia parasites.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gonderiosis,False,False,False
disease,,,,,,,,,,,,,,,,,,18938,False,,False,,False,,False,False,False,,False,False,False,False,A disease of the eye associated with high internal pressure caused by developmental aberration of the anterior ocular segment,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,goniodysgenesis,False,False,False
disease,,,,,,,,,,,,,,,,,,20499,False,,False,,False,,False,False,False,,False,False,False,False,"A disease, endemic to parts of West Africa, characterised by swellings each side of the nose",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,goundou,False,False,False
disease,,,,,,,,,,,,,,,,,,21303,False,,False,,False,,False,False,False,,False,False,False,False,Short for graft-versus-host disease.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,graft-versus-host,False,False,False
disease,,,,,,,,,,,,,,,,,,22395,False,,False,,False,,False,False,False,,False,False,False,False,"A bacterial disease caused by Klebsiella granulomatis characterized by ulcerative genital lesions, endemic in many less developed regions.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,granuloma inguinale,False,False,False
disease,,,,,,,,,,,,,,,,,,22402,False,,False,,False,,False,False,False,,False,False,False,False,"A disease characterised by necrotising granulomatous inflammation usually involving the upper and lower respiratory tract, and necrotising vasculitis affecting predominantly small to medium vessels.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,granulomatosis with polyangiitis,False,False,False
disease,,,,,,,,,,,,,,,,,,22432,False,,False,,False,,False,False,False,,False,False,False,False,A viral disease that affects many insects,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"2012, Yoshinori Tanada, Harry K. Kaya, Fernando E. Vega, Insect Pathology, ISBN, page 211:The gross pathologies of granuloses are similar to those of nuclear polyhedroses, but differences occur depending on the types of tissues infected. 2012, Edward Steinhaus, Insect Pathology V1: An Advanced Treatise, ISBN, page 558:Larvae of the latter developed granulosis after they had been fed leaves dipped in suspensions of crushed, apparently healthy, final-instar Cambridge larvae. 2012, K. Smith, Introduction to Virology, ISBN, page 107:In Cambridge, England, it is very difficult to rear wild Pieris rapae, the small white butterfly, in captivity since a very high proportion die from a granulosis. 2013, Thomas C. Cheng, Current Topics in Comparative Pathobiology - Volume 1, ISBN, page 27:Each virus particle, as in the case of the nuclear polyhedrosis virus, is surrounded by two membranes, the intimate and developmental membranes. Much less is known about the histopathology of granuloses than polyhedroses.",False,,granulosis,False,False,False
disease,,,,,,,,,,,,,,,,,,24453,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease of humans and primates originating in green monkeys, caused by the Marburgvirus.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,green monkey disease,False,False,False
disease,,,,,,,,,,,,,,,,,,24507,False,,False,,False,,False,False,False,,False,False,False,False,A disease characterised by a greenish tint to the skin; chlorosis,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"[from 16th c.] 1982, TC Boyle, Water Music, Penguin 2006, p. 35: She died of cirrhosis, brain fever, consumption and green sickness before she reached twenty.",False,,green sickness,False,False,False
disease,,,,,,,,,,,,,,,,,,25936,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of the skin, caused by handling sugar and treacle.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,grocer's itch,False,False,False
disease,,,,,,,,,,,,,,,,,,28848,False,,False,,False,,False,False,False,,False,False,False,False,"A disease marked by a discharge of gum, affecting stone fruit.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gumming,False,False,False
disease,,,,,,,,,,,,,,,,,,30250,False,,False,,False,,False,False,False,,False,False,False,False,"Any disease that only affects women 1909 March 1, The New Orleans Medical and Surgical Journal, volume 62, page 726:Many of the young men in- penurious circumstances are gonorrheics, and assuming, because the disease is in a quiescent stage, that they are cured, contract marriage, and it often occurs that the disease is transmitted to the wife, and the first pregnancy is followed by serious complications, causing thereafter sterility and illimitable gynecopathies.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gynecopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,30628,False,,False,,False,,False,False,False,,False,False,False,False,The disease caused by the ectoparasite Gyrodactylus salaris,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,gyrodactylosis,False,False,False
disease,,,,,,,,,,,,,,,,,,539,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the labyrinth of the ear,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,labyrinthopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,1095,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by infection with Lactococcus bacteria,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lactococcosis,False,False,False
disease,,,,,,,,,,,,,,,,,,2595,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of the digital laminae of the hoof 2007 January 28, The Associated Press, Sports Briefing, in New York Times[1]:For months, the left hind leg put Barbaros recovery in serious jeopardy because of laminitis, the often-fatal hoof disease.",True, veterinary medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,laminitis,False,False,False
disease,,,,,,,,,,,,,,,,,,4581,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the larynx,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,laryngopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,4619,False,,False,,False,,False,False,False,,False,False,False,False,"A respiratory disease, a form of croup.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,laryngotracheobronchitis,False,False,False
disease,,,,,,,,,,,,,,,,,,4620,False,,False,,False,,False,False,False,,False,False,False,False,"A respiratory disease, a form of croup.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,laryngotracheobronchopneumonitis,False,False,False
disease,,,,,,,,,,,,,,,,,,5370,False,,False,,False,,False,False,False,,False,False,False,False,"A neurological disease of humans and domestic animals, caused by eating certain legumes of the genus Lathyrus and characterised by paralysis and emaciation.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lathyrism,False,False,False
disease,kuru,,,,,,,,,,,,,,,,,5711,False,,False,,False,,False,False,False,,False,False,False,False,The disease kuru.,True,,False,False,False,False,False,False,False,False,False,,disease kuru,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,laughing death,False,False,False
disease,kuru,,,,,,,,,,,,,,,,,5741,False,,False,,False,,False,False,False,,False,False,False,False,The disease kuru.,True,,False,False,False,False,False,False,False,False,False,,disease kuru,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,laughing sickness,False,False,False
disease,,,,,,,,,,,,,,,,,,9339,False,,False,,False,,False,False,False,,False,False,False,False,"An infectious disease caused by Legionella bacteria, taking one of two distinct forms: Legionnaires' disease and Pontiac fever.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,legionellosis,False,False,False
disease,,,,,,,,,,,,,,,,,,10447,False,,False,,False,,False,False,False,,False,False,False,False,An infectious disease caused by infection by Mycobacterium leprae,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"The Europeans brought new diseases such as smallpox, measles, dysentery, influenza, syphilis and leprosy.",False,,leprosy,False,False,False
disease,,,,,,,,,,,,,,,,,,10448,False,,False,,False,,False,False,False,,False,False,False,False,"In the Bible, a disease of the skin not conclusively identified, which can also affect clothes and houses.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,leprosy,False,False,False
disease,,,,,,,,,,,,,,,,,,11027,False,,False,,False,,False,False,False,,False,False,False,False,A phytoplasma disease that attacks many species of palm tree.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lethal yellowing,False,False,False
disease,,,,,,,,,,,,,,,,,,11366,False,,False,,False,,False,False,False,,False,False,False,False,A disease in which there is a vastly increased number of white blood cells in the blood.,True, oncology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,leucocythemia,False,False,False
disease,,,,,,,,,,,,,,,,,,11490,False,,False,,False,,False,False,False,,False,False,False,False,"A leukemia-like malignant viral disease found in animals, particularly poultry and cattle.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,leucosis,False,False,False
disease,,,,,,,,,,,,,,,,,,11623,False,,False,,False,,False,False,False,,False,False,False,False,"An epizootic disease of horses, characterized by drowsiness, imperfect vision, partial paralysis of the throat, twitching of the muscles of the shoulder, unsteady gait, and softening of the white substance of the frontal lobes; forage poisoning.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,leukoencephalitis,False,False,False
disease,,,,,,,,,,,,,,,,,,11624,False,,False,,False,,False,False,False,,False,False,False,False,A neurotoxic disease of horses.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,leukoencephalomalacia,False,False,False
disease,,,,,,,,,,,,,,,,,,11627,False,,False,,False,,False,False,False,,False,False,False,False,Any disease that affects the white cells of the brain and spinal cord,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,leukoencephalomyelopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,11630,False,,False,,False,,False,False,False,,False,False,False,False,Any disease that effects the white matter of the brain,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,leukoencephalopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,12933,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of the skin and/or mucous membranes, resulting in a lichenoid appearance.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lichen planus,False,False,False
disease,,,,,,,,,,,,,,,,,,16964,False,,False,,False,,False,False,False,,False,False,False,False,A disease of the skin and connective tissue: chronic panniculitis with lipomembranous changes,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"2014 December 31, Jin Hyun Joh et al., Consensus for the Treatment of Varicose Vein with Radiofrequency Ablation, in Vascular Specialist International[1], volume 30, DOI:10.5758/vsi.2014.30.4.105:It requires treatment in patients with various complications such as thrombophlebitis, bleeding from superficial varicose veins, or signs of more advanced forms of chronic venous insufficiency (CVI) such as edema and skin changes including lipodermatosclerosis, eczema, pigmentation, atrophie blanche, and healed or active ulceration.",False,,lipodermatosclerosis,False,False,False
disease,,,,,,,,,,,,,,,,,,17014,False,,False,,False,,False,False,False,,False,False,False,False,Farber disease,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lipogranulomatosis,False,False,False
disease,,,,,,,,,,,,,,,,,,17020,False,,False,,False,,False,False,False,,False,False,False,False,"A disease that affects the small arteries, arterioles or capillaries in the brain",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lipohyalinosis,False,False,False
disease,,,,,,,,,,,,,,,,,,17151,False,,False,,False,,False,False,False,,False,False,False,False,Any disease associated with a buildup of lipoprotein,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lipoproteinosis,False,False,False
disease,,,,,,,,,,,,,,,,,,17817,False,,False,,False,,False,False,False,,False,False,False,False,"An infectious disease of humans and animals caused by the bacteria Listeria monocytogenes and Listeria ivanovii, often through contaminated food.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,listeriosis,False,False,False
disease,,,,,,,,,,,,,,,,,,18719,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of peaches in which the fruit is much dwarfed, and the leaves grow small and thin.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,little peach,False,False,False
disease,,,,,,,,,,,,,,,,,,18766,False,,False,,False,,False,False,False,,False,False,False,False,A disease of shortleaf pine caused by the mould Phytophthora cinnamomi.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,littleleaf disease,False,False,False
system,disease,,,,,,,,,,,,,,,,,20333,False,,False,,False,,False,False,False,,False,False,False,False,"A spasmodic, nervous system disease brought on by the tetanus bacteria",True, pathology,False,False,False,False,False,False,False,False,False,,system disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,It causes muscles to seize up and may cause death by suffocation.,False,,lockjaw,False,False,False
heart,disease,,,,,,,,,,,,,,,,,21684,False,,False,,False,,False,False,False,,False,False,False,False,a heart disease in which there is an abnormally long delay between the electrical excitation (or depolarization) and relaxation (repolarization) of the ventricles of the heart.,True, medicine,False,False,False,False,False,False,False,False,False,,heart disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,long QT syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,23839,False,,False,,False,,False,False,False,,False,False,False,False,"An enzootic and often fatal viral disease of sheep and other domestic animals, spread by ticks",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"It is characterized by muscular tremors and spasms, followed by more or less complete paralysis. The principal lesion is an inflammation of the membranes covering the brain and spinal cord.",False,,louping,False,False,False
disease,lycanthropy,,,,,,,,,,,,,,,,,26703,False,,False,,False,,False,False,False,,False,False,False,False,One affected by the disease lycanthropy.,True,,False,False,False,False,False,False,False,False,False,,disease lycanthropy,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lycanthropist,False,False,False
disease,,,,,,,,,,,,,,,,,,26745,False,,False,,False,,False,False,False,,False,False,False,False,A respiratory disease caused by the inhalation of spores from mature puffballs.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lycoperdonosis,False,False,False
disease,,,,,,,,,,,,,,,,,,26895,False,,False,,False,,False,False,False,,False,False,False,False,Hodgkin's disease; pseudo-leucemia.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lymphadenoma,False,False,False
disease,,,,,,,,,,,,,,,,,,26999,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease of fish 2015 August 7, Ad de Groof et al., A Novel Virus Causes Scale Drop Disease in Lates calcarifer, in PLoS Pathogens[1], volume 11, DOI:10.1371/journal.ppat.1005074:N/A: Below the threshold, so no virus detected; POS: positive; NEG: Negative",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,(PDF) Click here for additional data file. a SDDV: scale drop disease virus; ISKNV: infectious spleen and kidney necrosis virus; OSGIV: orange-spotted grouper iridovirus; RBIV: rock bream iridovirus; TRBIV: turbot reddish body virus; RSIV: red sea bream iridovirus; LCDV-1: lymphocystis disease virus 1; LCDV-C: lymphocystis disease virus China; SGIV: Singapore grouper iridovirus; GIV: grouper iridovirus; FV3: Frog virus 3; STIV: soft-shelled turtle iridovirus; TFV: tiger frog virus; ATV: Ambystoma tigrinum virus; EHNV: epizootic haematopoietic necrosis virus; IIV-6: invertebrate iridovirus type 6;IIV-3: invertebrate iridescent virus 3. b Gene name according to Eaton et al.,False,,lymphocystis,False,False,False
disease,,,,,,,,,,,,,,,,,,27055,False,,False,,False,,False,False,False,,False,False,False,False,A sexually transmitted disease caused by Chlamydia trachomatis.,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,lymphogranuloma venereum,False,False,False
disease,,,,,,,,,,,,,,,,,,820,False,,False,,False,,False,False,False,,False,False,False,False,"A contagious tropical disease, caused by the spirochete Treponema pertenue, characterized by yellowish or reddish tumors, which often resemble currants, strawberries, or raspberries",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1997, Roy Porter, The Greatest Benefit to Mankind, Folio Society 2016, p. 16: Other threats came from organisms co-evolving with humans, including tapeworms and such spirochaetes as Treponema, the agent of syphilis, and the similar skin infection, yaws.",False,,yaws,False,False,False
spot,disease,,,,,,,,,,,,,,,,,1273,False,,False,,False,,False,False,False,,False,False,False,False,"A leaf spot disease of banana plants, caused by the ascomycete fungus Mycosphaerella musicola (anamorph: Pseudocercospora musae).",True,,False,False,False,False,False,False,False,False,False,,spot disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,yellow Sigatoka,False,False,False
disease,,,,,,,,,,,,,,,,,,1401,False,,False,,False,,False,False,False,,False,False,False,False,"A disease affecting several varieties of grasses, including bentgrasses, annual bluegrass, some perennial ryegrass and Kentucky bluegrass, which results in the development of yellow or brown rings",True," mycology, pathology",False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"2002, Peter H. Dernoeden, Creeping Bentgrass Management: Summer Stresses, Weeds and Selected Maladies, Hoboken, New Jersey: John Wiley Sons, Inc., ISBN, page 25:Throughout the year pathologists receive numerous samples of yellow, creeping bentgrass or annual bluegrass (Poa annua) from putting greens. In autumn or spring, superintendents sometimes suspect that yellow tuft (Sclerophthora macrospora) or yellow patch (Rhizoctonia cerealis) diseases are the problem. 2013, Thomas L. Watschke, Peter H. Dernoeden, David J. Shetlar, Managing Turfgrass Pests, ISBN, page 97:Yellow patch, sometimes called cool-temperature brown patch, develops during prolonged cool (50-65F; 10-18C), overcast, and moist periods from late autumn to early spring.",False,,yellow patch,False,False,False
disease,,,,,,,,,,,,,,,,,,1746,False,,False,,False,,False,False,False,,False,False,False,False,"A disease caused by infection by a bacterium of the genus Yersinia, especially Yersinia enterocolitica.",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,yersiniosis,False,False,False
disease,,,,,,,,,,,,,,,,,,3948,False,,False,,False,,False,False,False,,False,False,False,False,A disease caused by infection by Acanthocephala worms.,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,acanthocephaliasis,False,False,False
disease,,,,,,,,,,,,,,,,,,6928,False,,False,,False,,False,False,False,,False,False,False,False,"An inflammatory disease of the skin, caused by changes in the pilosebaceous units.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,acne vulgaris,False,False,False
disease,,,,,,,,,,,,,,,,,,7232,False,,False,,False,,False,False,False,,False,False,False,False,"An infectious disease, caused by HIV, that causes the gradual degeneration of the body's immune system.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,acquired immune deficiency syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,7556,False,,False,,False,,False,False,False,,False,False,False,False,"An epidemic disease of the skin characterized by increased sensibility of the soles and palms, with pricking sensations in them and rheumatoid pains in the hands and feet.",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,acrodynia,False,False,False
disease,,,,,,,,,,,,,,,,,,7617,False,,False,,False,,False,False,False,,False,False,False,False,"A chronic disease marked by enlargement of the bones of the extremities, face, and jaw that is caused by over-activity of the pituitary gland.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,acromegaly,False,False,False
disease,specific,,,,,,,,,,,,,,,,,7701,False,,False,,False,,False,False,False,,False,False,False,False,Any disease specific to the extremities,True,,False,False,False,False,False,False,False,False,False,,disease specific,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1908, Reference Handbook of the Medical Sciences:Kahane himself, however, finally gives as his own opinion that it should be ranked among the acropathies, which he defines as those affections which are localized in the peripheral parts of the limbs and as the ultimate basis of which are assumed lesions of a vasomotor nature. 1992, Samuel L. Moschella Harry J. Hurley, Dermatology - Volume 2, page 1591:Patients with Graves' disease infrequently have acropathy consisting of digital ""drumstick"" clubbing of fingers or toes and subperiosteal newborn formation. 2001, Thomas T. Provost John A. Flynn, Cutaneous Medicine, ISBN:Of patients with pretibial myxedema, only 7% develop acropathy.",False,,acropathy,False,False,False
disease,,,,,,,,,,,,,,,,,,8047,False,,False,,False,,False,False,False,,False,False,False,False,"A zoonotic disease, most commonly associated with animals, caused by the Actinobacillus bacteria, and which forms radiating structures in the tissues.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,actinobacillosis,False,False,False
