verb
imbarked
imbarking
imbarks
imbarn
imbarned
imbarning
imbarns
imbarrass
imbarred
imbarring
imbars
imbase
imbased
imbases
imbasing
imbastardize
imbastardizes
imbathe
imbathed
imbathes
imbathing
imbay
imbayed
imbaying
imbays
imbecilitate
imbecilitated
imbecilitates
imbecilitating
imbed
imbedded
imbedding
imbeds
imbellish
imbellished
imbellishes
imbellishing
imbezzle
imbezzled
imbezzles
imbezzling
imbibe
imbibed
imbibes
imbibeth
imbibing
imbitter
imbittered
imbittering
imbitters
imblaze
imblazed
imblazes
imblazing
imblazon
imblazoned
imblazoning
imblazons
imbodied
imbodies
imbody
imbodying
imboil
imboiled
imboiling
imboils
imbolden
imboldened
imboldening
imboldens
imborder
imbordered
imbordering
imborders
imbosk
imbosked
imbosking
imbosks
imbosom
imbosomed
imbosoming
imbosoms
imboss
imbossed
imbosses
imbossing
imbound
imbounded
imbounding
imbounds
imbow
imbowed
imbowel
imboweled
imboweling
imbowelled
imbowelling
imbowels
imbower
imbowered
imbowering
imbowers
imbowing
imbows
imbox
imboxed
imboxes
imboxing
imbrace
imbraced
imbraces
imbracing
imbraid
imbraided
imbraiding
imbraids
imbrangle
imbrangled
imbrangles
imbrangling
imbrast
imbreathe
imbreathes
imbreed
imbrew
imbrewed
imbrewing
imbrews
imbricate
imbricates
imbricating
imbring
imbrings
imbrown
imbrowned
imbrowning
imbrowns
imbrue
imbrued
imbrues
imbruing
imbrute
imbruted
imbrutes
imbruting
imbue
imbued
imbues
imbueth
imbuing
imburse
imbursed
imburses
imbursing
imitate
imitated
imitates
imitateth
imitating
immanacle
immanacled
immanacles
immanacling
immanate
immanated
immanates
immanating
immanentise
immanentised
immanentises
immanentising
immanentize
immanentized
immanentizes
immanentizing
immantle
immantled
immantles
immantling
immask
immasked
immasking
immasks
immaterialise
immaterialised
immaterialises
immaterialising
immaterialize
immaterialized
immaterializes
immaterializing
immerge
immerged
immerges
immerging
immerse
immersed
immerses
immersing
immesh
immeshed
immeshes
immeshing
immesht
immew
immewed
immewing
immews
immigrate
immigrated
immigrates
immigrating
immingle
immingled
immingles
immingling
immiserate
immiserated
immiserates
immiserating
immit
immits
immitted
immitting
immix
immixes
immixing
immobilise
immobilised
immobilises
immobilising
immobilize
immobilized
immobilizes
immobilizing
immolate
immolated
immolates
immolating
immortalise
immortalised
immortalises
immortalising
immortalize
immortalized
immortalizes
immortalizeth
immortalizing
immould
immoulded
immoulding
immoulds
immune
immuned
immunified
immunifies
immunify
immunifying
immuning
immunise
immunised
immunises
immunising
immunize
immunized
immunizes
immunizing
immunoassay
immunoassayed
immunoblot
immunobloted
immunoblotted
immunocamouflage
immunocamouflaged
immunocapture
immunocaptures
immunocapturing
immunocharacterize
immunocharacterized
immunocolocalize
immunocolocalized
immunocompromise
immunocompromised
immunocompromises
immunocompromising
immunoconvert
immunoconverted
immunodecorate
immunodecorates
immunodeplete
immunodepress
immunodepressing
immunodetect
immunodetected
immunodetecting
immunodissect
immunodissected
immunodoublestain
immunodoublestains
immunoenrich
immunoenriched
immunoexpress
immunoexpressed
immunoexpresses
immunoexpressing
immunoextract
immunoextracted
immunoinhibit
immunoinhibited
immunoinhibiting
immunoinhibits
immunoisolate
immunoisolated
immunoisolates
immunolabel
immunolabeled
immunolabeling
immunolabelling
immunolabels
immunolable
immunolocalise
immunolocalised
immunolocalises
immunolocalising
immunolocalize
immunolocalized
immunolocalizes
immunolocalizing
immunolocate
immunolocated
immunomodulate
immunomodulated
immunomodulates
immunomodulating
immunoneutralize
immunoneutralizes
immunoneutralizing
immunopotentiate
immunoprecipitate
immunoprobe
immunoprobed
immunoprobes
immunoprobing
immunoprofile
immunoprofiling
immunoprotect
immunoprotected
immunopurify
immunopurifying
immunoreact
immunosignal
immunosignaling
immunosort
immunosorted
immunosorts
immunostain
immunostimulate
immunostimulated
immunosubtype
immunosubtyped
immunosubtypes
immunosubtyping
immunosuppress
immunosuppresses
immunosuppressing
immunotolerize
immunotype
immunotyped
immure
immured
immures
immuring
immute
immuted
immuting
imp
imp.
impact
impacted
impacting
impacts
impaint
impainted
impainting
impaints
impair
impaired
impairest
impaireth
impairing
impairs
impale
impaled
impales
impaleth
impaling
impalisade
impalisaded
impalisades
impalisading
impallid
impallided
impalliding
impallids
impalm
impalmed
impalming
impalms
impalsied
impalsies
impalsy
impalsying
impanate
impanated
impanates
impanating
impanel
impaneled
impaneling
impanelled
impanelling
impanels
impannel
impanneled
impanneling
impannelled
impannelling
impannels
imparadise
imparadised
imparadises
imparadising
impark
imparked
imparking
imparks
imparl
imparled
imparling
imparls
impart
imparted
impartest
imparteth
imparting
imparts
impassion
impassionate
impassionated
impassionates
impassionating
impassioning
impassions
impaste
impasted
impastes
impasting
impasto
impastoed
impastoes
impastoing
impasture
impastured
impastures
impasturing
impatronize
impatronized
impatronizes
impatronizing
impave
impaved
impaves
impaving
impawn
impawned
impawning
impawns
impeach
impeached
impeaches
impeachest
impeacheth
impeaching
impearl
impearled
impearling
impearls
imped
impede
impeded
impedes
impedeth
impeding
impedite
impedited
impedites
impediting
impeed
impeeded
impeeding
impeeds
impel
impelled
impelleth
impelling
impels
impen
impend
impended
impendeth
impending
impends
impenned
impenning
impens
impeople
impeopled
impeoples
impeopling
imperfect
imperfected
imperfecting
imperfects
imperialise
imperialised
imperialises
imperialising
imperialize
imperialized
imperializes
imperializing
imperil
imperiled
imperiling
imperilled
imperilling
imperils
impermeabilize
impermeabilized
impermeabilizes
impermeabilizing
impersonalise
impersonalised
impersonalises
impersonalising
impersonalize
impersonalized
impersonalizes
impersonalizing
impersonate
impersonated
impersonates
impersonating
impest
impested
impester
impestered
impestering
impesters
impesting
impests
impetrate
impetrated
impetrates
impetrating
impierce
impierced
impierces
impiercing
impignorate
impignorated
impignorates
impignorating
imping
impinge
impinged
impinges
impingeth
impinging
impinguate
impinguated
impinguates
impinguating
implant
implanted
implanting
implants
implate
implated
implates
implating
impleach
impleached
impleaches
impleaching
implead
impleaded
impleading
impleads
impledge
impledged
impledges
impledging
implement
implemented
implementing
implements
implicate
implicated
implicates
implicating
implied
implies
impliest
implieth
implode
imploded
implodes
imploding
implore
implored
implores
implorest
imploreth
imploring
imploy
imployed
imploying
imploys
implunge
implunged
implunges
implunging
imply
implying
impocket
impocketed
impocketing
impockets
impoison
impoisoned
impoisoning
impoisons
impolder
impoldered
impoldering
impolders
impone
imponed
impones
imponing
impoor
impoored
impoors
import
imported
importest
importeth
importing
imports
importunate
importunated
importunates
importunating
importune
importuned
importunes
importunest
importuneth
importuning
impose
imposed
imposes
imposest
imposeth
imposin'
imposing
imposthumate
imposthumated
imposthumates
imposthumating
imposthume
imposthumed
imposthumes
imposthuming
impound
impounded
impounding
impounds
impoverish
impoverished
impoverishes
impoverishing
impoverisht
impower
impowered
impowering
impowers
impowre
impowres
impowring
imprecate
imprecated
imprecates
imprecateth
imprecating
impregn
impregnate
impregnated
impregnates
impregnateth
impregnating
impregned
impregning
impregns
impress
impressed
impresses
impressest
impresseth
impressing
impresst
imprest
imprested
impresting
imprests
imprint
imprint on
imprinted
imprinted on
imprintest
imprinteth
imprinting
imprinting on
imprints
imprints on
imprison
imprison'd
imprisoned
imprisonest
imprisoneth
imprisoning
imprisons
improbate
improbates
improper
impropered
impropering
impropers
impropriate
impropriated
impropriates
impropriating
improve
improve on
improve the occasion
improve upon
improved
improven
improves
improvest
improveth
improving
improvisate
improvisated
improvisates
improvisating
improvisatize
improvisatized
improvisatizes
improvisatizing
improvise
improvised
improvises
improvising
improvize
improvized
improvizes
improvizing
impugn
impugned
impugning
impugns
impulse
impulse bought
impulse buy
impulse purchase
impulsed
impulsing
impure
impured
impures
impurified
impurifies
impurify
impurifying
impuring
impurple
impurpled
impurples
impurpling
impute
imputed
imputes
imputest
imputeth
imputing
imshee
in
in-box
in-boxed
in-boxing
in-group
in-groups
in-service
in-serviced
in-services
in-servicing
in-winter
inable
inactivate
inactivated
inactivates
inactivating
inactuate
inactuated
inactuates
inactuating
inamor
inamor'd
inamored
inamors
inamour
inamour'd
inamoured
inamours
inanimate
inanimating
inarch
inarched
inarches
inarching
inaugur
inaugurate
inaugurated
inaugurates
inaugurating
inaugured
inauguring
inaugurs
inaurate
inaurated
inaurates
inaurating
inawe
inbear
inbearing
inbears
inbeat
inbeats
inbelch
inbelches
inbend
inbind
inbinds
inbland
inblands
inblind
inblinded
inblinds
inblow
inboard
inboarded
inboarding
inboards
inborrow
inborrows
inbound
inbounded
inbounding
inbounds
inbox
inboxed
inboxing
inbreak
inbreaks
inbreathe
inbreathed
inbreathes
inbreathing
inbred
inbreed
inbreeded
inbreeding
inbreeds
inbring
inbringing
inbrings
inbroke
inbroken
inbrought
inbuild
inbuilding
inbuilds
inburn
inburns
incage
incaged
incages
incaging
incandesce
incandesced
incandesces
incandescing
incant
incantate
incantated
incantates
incantating
incanted
incanting
incants
incapacitate
incapacitated
incapacitates
incapacitating
incapsulate
incapsulated
incapsulates
incapsulating
incarcerate
incarcerated
incarcerates
incarcerating
incardinate
incardinated
incardinates
incardinating
incarn
incarnadine
incarnadined
incarnadines
incarnadining
incarnate
incarnated
incarnates
incarnating
incarns
incase
incased
incases
incasing
incask
incasked
incasking
incasks
incastellate
incastellated
incastellates
incastellating
incastle
incastled
incastles
incastling
incave
incaves
incaving
incend
incended
incending
incends
incense
incensed
incenses
incensing
incenst
incent
incented
incentified
incentifies
incentify
incentifying
incenting
incentivise
incentivised
incentivises
incentivising
incentivize
incentivized
incentivizes
incentivizing
incents
incept
incepted
incepting
incepts
incest
incested
incesting
incests
incestualize
incestualized
incestualizes
incestualizing
inch
inchamber
inchambered
inchambering
inchambers
inchant
inchanted
inchanting
inchants
inchase
inchased
inchases
inchasing
inchaunt
inchaunts
inched
inches
inching
inchoate
inchoated
inchoating
inchworm
incide
incided
inciding
incinerate
incinerated
incinerates
incinerating
incircle
incircled
incircling
incise
incised
incises
incising
incite
incited
incites
inciting
incl.
inclasp
inclasped
inclasping
inclasps
inclin'd
incline
inclined
inclinest
inclineth
inclining
incloister
incloistered
incloistering
incloisters
inclose
inclosed
incloses
inclosing
incloud
inclouded
inclouding
inclouds
include
include me out
included
includes
includest
includeth
includin'
including
incomber
incombered
incombering
incombers
incombine
incombined
incombines
incombining
incommodate
incommodates
incommode
incommoded
incommodes
incommodeth
incommoding
incompass
incompassed
incompasses
incompassing
inconvenience
inconvenienced
inconveniences
inconveniencing
incoop
incorporate
incorporated
incorporates
incorporating
incorpse
incorpsed
incorpses
incorpsing
incountred
incourage
incouraged
incourages
incouraging
incrassate
incrassated
incrassates
incrassating
increase
increased
increases
increasest
increaseth
increasing
increate
increated
increates
increating
increep
increeping
increeps
incremate
incremated
incremates
incremating
increment
incremented
incrementing
increments
increpate
increpated
increpates
increpating
incrept
increst
incrested
incresting
incrests
incriminate
incriminated
incriminates
incriminating
incroach
incroached
incroaches
incroacheth
incroaching
incross
incrossed
incrosses
incrossing
incrust
incrustate
incrusting
incrusts
incubate
incubated
incubates
incubating
inculcate
inculcated
inculcates
inculcating
inculk
inculked
inculking
inculks
inculpate
inculpated
inculpates
inculpating
inculturate
inculturated
inculturates
inculturating
inculture
incultured
incultures
inculturing
incumber
incumbered
incumbering
incumbers
incur
incurred
incurrest
incurreth
incurring
incurs
incurtain
incurtained
incurtaining
incurtains
incurvate
incurvated
incurvates
incurvating
incurve
incurves
incurving
incuse
incused
incuses
incusing
incute
incuted
incutes
incuting
incycloduct
incycloducted
incycloducting
incycloducts
incyst
incysted
incysting
incysts
ind.
indagate
indagated
indagates
indagating
indamage
indamaged
indamages
indamaging
indanger
indart
indarted
indarting
indarts
indear
indeared
indearing
indears
indeavor
indeavor'd
indeavored
indeavoring
indeavors
indeavour
indeavour'd
indeavoured
indeavoureth
indeavouring
indeavours
indebt
indebted
indebteth
indebting
indebts
indef
indef'd
indeffed
indeffing
indefs
indelve
indelves
indemnified
indemnifies
indemnifieth
indemnify
indemnifying
indenize
indenizen
indenizened
indenizening
indenizens
indent
indented
indenting
indents
indenture
indentured
indenturing
independentize
indevour
indevoured
indevouring
indevours
indew
indewed
indewing
indews
index
indexed
indexes
indexing
indicate
indicated
indicates
indicatest
indicateth
indicating
indict
indicted
indicting
indicts
indigenise
indigenised
indigenises
indigenising
indigenize
indigenized
indigenizes
indigenizing
indigitate
indigitated
indigitates
indigitating
indignified
indignifies
indignify
indignifying
indirect
indirected
indirecting
indirects
indispose
indisposes
indisposing
inditch
inditched
inditches
inditching
indite
indited
indites
inditing
individualise
individualised
individualises
individualising
individualize
individualized
individualizes
individualizing
individuate
individuated
individuates
individuating
indoctrinate
indoctrinated
indoctrinates
indoctrinating
indorse
indorsed
indorses
indorsing
indow
indowed
indowing
indows
indraw
indread
indrench
indrenched
indrenches
indrenching
indrift
indrifted
indrifting
indrifts
indubitate
indubitates
induce
induced
induces
inducest
induceth
inducing
induct
inducted
inducting
inducts
indue
indued
indues
induing
indulge
indulged
indulgence
indulgenced
indulgencing
indulges
indulgest
indulgeth
indulgiate
indulgiates
indulgiating
indulging
indungeon
indurate
indurated
indurates
indurating
indure
indured
induring
industrialise
industrialised
industrialises
industrialising
industrialize
industrialized
industrializes
industrializing
indwell
indwelled
indwells
indwelt
inearth
inearthed
inearthing
inearths
inebriate
inebriated
inebriates
inebriatest
inebriateth
inebriating
ineffectualize
ineffectualized
ineffectualizes
ineffectualizing
inert
inerted
inerting
inerts
inescate
inescated
inescates
inescating
inexist
inexisted
inexisting
inexists
ineye
infall
infallen
infame
infamed
infames
infaming
infamise
infamised
infamises
infamising
infamize
infamized
infamizes
infamizing
infang
infangs
infant
infanted
infantilise
infantilised
infantilises
infantilising
infantilize
infantilized
infantilizes
infantilizing
infanting
infantize
infantized
infantizes
infantizing
infarce
infarced
infarces
infarcing
infaring
infatuate
infatuated
infatuates
infatuating
infect
infected
infectest
infecteth
infecting
infects
infeeble
infeebled
infeebles
infeebling
infeff
infeffed
infeffing
infeffs
infeft
infefted
infefting
infefts
infell
infenestrate
infenestrated
infenestrates
infenestrating
infeoff
infeoffed
infeoffing
infeoffs
infer
inferiorise
inferiorised
inferiorises
inferiorising
inferiorize
inferiorized
inferiorizes
inferiorizing
inferred
inferrest
inferreth
inferring
infers
infest
infested
infesteth
infesting
infests
infeudate
infeudated
infeudates
infeudating
infibulate
infibulated
infibulates
infibulating
infield
infielded
infielding
infight
infighting
infights
infile
infiled
infiles
infiling
infill
infilled
infilling
infills
infilm
infilmed
infilming
infilms
infilter
infiltered
infiltering
infilters
infiltrate
infiltrated
infiltrates
infiltrating
infinitate
infinitated
infinitates
infinitating
infirm
infirmed
infirming
infirms
infix
infixed
infixes
infixing
inflame
inflamed
inflames
inflamest
inflameth
inflaming
inflammage
inflammaged
inflammages
inflate
inflated
inflates
inflateth
inflating
inflect
inflected
inflecting
inflects
inflesh
infleshed
infleshes
infleshing
inflex
inflexes
inflexing
inflict
inflicted
inflictest
inflicteth
inflicting
inflicts
inflow
inflowed
inflowing
influence
influenced
influences
influenceth
influencing
infold
infolded
infolding
infolds
infoliate
infoliated
infoliates
infoliating
inforc't
inforce
inforced
inforces
inforceth
inforcing
inform
inform on
inform'd
informalize
informalized
informalizes
informalizing
informationize
informationized
informationizes
informationizing
informatise
informatised
informatises
informatising
informatize
informatized
informatizes
informatizing
informed
informest
informeth
informing
informs
infotain
infotained
infotaining
infotains
infought
infound
infounded
infounding
infounds
infract
infracted
infracting
infracts
infraduct
infranchise
infranchised
infranchises
infranchising
infrigidate
infrigidated
infrigidates
infrigidating
infringe
infringed
infringes
infringest
infringeth
infringing
infulminate
infumate
infumates
infumating
infuriate
infuriated
infuriates
infuriating
infuscate
infuscates
infuscating
infuse
infused
infuses
infusest
infuseth
infusing
ingage
ingages
ingather
ingathered
ingathering
ingathers
ingeminate
ingeminated
ingeminates
ingeminating
ingender
ingendered
ingendering
ingenders
ingendre
ingenerate
ingenerated
ingenerates
ingenerating
ingeniate
ingeniates
ingerminate
ingerminated
ingerminates
ingerminating
ingest
ingested
ingesting
ingests
ingirt
ingirted
ingirting
ingirts
ingle
ingled
ingling
inglobate
inglobated
inglobates
inglobating
inglobe
inglobed
inglobes
inglobing
inglut
ingluts
inglutted
inglutting
ingorge
ingorged
ingorges
ingorging
ingot
ingoted
ingoting
ingraff
ingraffed
ingraffing
ingraffs
ingraft
ingrafted
ingrafting
ingrafts
ingrain
ingrained
ingraining
ingrains
ingrapple
ingrappled
ingrapples
ingrappling
ingratiate
ingratiated
ingratiates
ingratiating
ingrave
ingravidate
ingravidated
ingravidates
ingravidating
ingress
ingressed
ingressing
ingrew
ingroove
ingrooved
ingrooves
ingrooving
ingross
ingrossed
ingrosses
ingrossing
ingroup
ingrouped
ingrouping
ingrow
ingrows
ingulf
ingulfed
ingulfing
ingulfs
ingulph
ingulphed
ingulphing
ingulphs
ingurgitate
ingurgitated
ingurgitates
ingurgitating
inhabit
inhabitate
inhabitates
inhabitest
inhabiteth
inhabiting
inhabits
inhabitting
inhale
inhaled
inhales
inhalest
inhaleth
inhaling
inhance
inhances
inhaunce
inhaunces
inhaust
inhausted
inhausting
inhausts
inhearse
inhearsed
inhearses
inhearsing
inheart
inhearted
inhearting
inhearts
inheld
inherced
inhere
inhered
inheres
inhereth
inhering
inherit
inherited
inheriting
inherits
inherse
inhersed
inherses
inhersing
inhibit
inhibited
inhibiting
inhibits
inhive
inhived
inhives
inhiving
inhold
inholding
inholds
inhoop
inhooped
inhooping
inhoops
inhumate
inhumated
inhumates
inhumating
inhume
inhumed
inhumes
inhuming
inhære
inhæred
inhæres
inhæring
inisle
inisled
inisles
inisling
init
inited
initial
initialed
initialing
initialise
initialised
initialises
initialising
initialize
initialized
initializes
initializing
initialled
initialling
initiate
initiated
initiates
initiateth
initiating
initing
inits
inject
injected
injecting
injects
injoin
injoined
injoining
injoins
injoint
injointed
injointing
injoints
injunct
injuncted
injuncting
injuncts
injure
injured
injures
injurest
injureth
injuring
injury
ink
inked
inkhornize
inkhornized
inkhornizes
inkhornizing
inking
inkle
inkled
inkles
inkling
inknit
inknot
inknots
inknotted
inknotting
inks
inlace
inlaced
inlaces
inlacing
inlaid
inlapidate
inlapidated
inlapidates
inlapidating
inlard
inlarded
inlarding
inlards
inlarge
inlarged
inlarges
inlarging
inlaw
inlawed
inlawing
inlay
inlayed
inlaying
inlays
inlead
inleague
inleagues
inlet
inletting
inlight
inlighted
inlighten
inlightens
inlights
inline
inlined
inlines
inlining
inlist
inlisted
inlisting
inlists
inlive
inlives
inlock
inlocked
inlocking
inlocks
inlumine
inlumined
inlumining
inmantle
inmantles
inmesh
inmeshed
inmeshes
inmeshing
inmew
inmewed
inmewing
inmews
inmingle
inmingles
inmix
inmixes
inmove
inmoves
inn
innate
innated
innates
innating
inned
innerduce
innerduced
innerduces
innerducing
innerup'
innervate
innervated
innervates
innervating
innerve
innerved
innerves
innerving
innew
innoculate
innoculated
innodate
innodated
innodates
innodating
innovate
innovated
innovates
innovating
innuendo
innuendoed
innuendoing
inocculate
inocculated
inocculates
inocculating
inocubate
inocubated
inocubates
inocubating
inoculate
inoculated
inoculates
inoculating
inodiate
inodiated
inodiates
inodiating
inorb
inorbed
inorbing
inorbs
inorder
inorganize
inorganized
inorganizes
inorganizing
inosculate
inosculated
inosculates
inosculating
inpour
inpoured
inpours
input
inputs
inputted
inputting
inquere
inquered
inqueres
inquering
inquiet
inquieted
inquieting
inquiets
inquinate
inquinated
inquinates
inquinating
inquire
inquire after
inquire of
inquired
inquires
inquiring
inquisition
inquisitioned
inquisitioning
inrage
inraged
inrages
inraging
inrail
inrailed
inrailing
inrails
inregister
inregistered
inregistering
inregisters
inroad
inroaded
inroading
inroll
inrolling
inrolls
inrush
inrushed
ins
insaniate
insaniated
insaniates
insaniating
insconce
insconced
insconces
insconcing
inscribe
inscribed
inscribes
inscribest
inscribeth
inscribing
inscroll
inscrolled
inscrolling
inscrolls
insculp
insculped
insculping
insculps
inseam
inseamed
inseaming
insearch
insearched
insearches
insearching
insee
inseeing
insees
inseminate
inseminated
inseminates
inseminating
insend
insends
insensate
insense
insensed
insenses
insensing
insert
inserted
insertest
inserteth
inserting
inserts
inserve
inserved
inserves
inserving
inset
insets
insetted
insetting
insheath
insheathe
insheathed
insheathes
insheathing
insheaths
inshell
inshelled
inshelling
inshells
inshelter
insheltered
insheltering
inshelters
inship
inshipped
inshipping
inships
inshrine
inshrined
inshrines
inshrining
inshure
inshures
inside edge
inside edged
inside edging
insidiate
insidiated
insidiates
insimulate
insimulates
insinuate
insinuated
insinuates
insinuateth
insinuating
insist
insisted
insistedst
insistest
insisteth
insisting
insists
inslave
inslaved
inslaves
inslaving
insnare
insnared
insnares
insnaring
insnarl
insnarled
insnarling
insnarls
insolate
insolated
insolates
insolating
insolence
insolenced
insolencing
insolubilise
insolubilised
insolubilises
insolubilising
insolubilize
insolubilized
insolubilizes
insolubilizing
insonate
insonated
insonates
insonating
insonicate
insonicated
insonified
insonify
insoul
insouled
insouling
insouls
insource
insourced
insources
insourcing
inspan
inspanned
inspanning
inspans
inspect
inspected
inspecting
inspects
insperse
insperses
insphere
insphered
inspheres
insphering
inspiral
inspiraled
inspiraling
inspiralling
inspirals
inspire
inspired
inspires
inspirest
inspireth
inspiring
inspirit
inspirited
inspiriting
inspirits
inspissate
inspissated
inspissates
inspissating
insta-call
insta-called
insta-calling
insta-calls
instaban
instacall
instacalled
instacalling
instacalls
instagib
instagibbed
instagibbing
instagibs
instakill
instal
instaled
instaling
install
installed
installing
installs
instals
instamp
instamped
instamping
instamps
instance
instance in
instanced
instanced in
instances
instances in
instanceth
instanciate
instanciated
instanciates
instancing
instancing in
instant message
instant messaged
instant messages
instantiate
instantiated
instantiates
instantiating
instantize
instantized
instantizes
instantizing
instar
instarred
instarring
instate
instated
instates
instating
instaurate
instaurated
instaurates
instaurating
instaure
insteep
insteeped
insteeping
insteeps
instigate
instigated
instigates
instigating
instil
instill
instillate
instillated
instilled
instilling
instills
instils
instimulate
instimulated
instimulates
instimulating
instinctualize
instinctualized
instinctualizes
instinctualizing
institute
instituted
institutes
institutest
instituteth
instituting
institutionalise
institutionalised
institutionalises
institutionalising
institutionalize
institutionalized
institutionalizes
institutionalizing
instop
instopped
instopping
instops
instore
instores
instream
instreamed
instrengthen
instrengthens
instress
instressed
instresses
instressing
instrew
instrews
instruct
instructed
instructest
instructeth
instructing
instructs
instrument
instrumentalise
instrumentalised
instrumentalises
instrumentalising
instrumentalize
instrumentalized
instrumentalizes
instrumentalizing
instrumented
instrumenting
instruments
instyle
instyled
instyles
instyling
insuck
insue
insufflate
insufflated
insufflates
insufflating
insularize
insularized
insularizes
insularizing
insulate
insulated
insulates
insulating
insult
insulted
insultedst
insultest
insulteth
insultin'
insulting
insults
insume
insure
insured
insures
insurest
insureth
insuring
inswathe
inswathed
inswathes
inswathing
intaglio
intaglioed
intaglioing
intail
intailed
intailing
intails
intake
intaken
intakes
intaking
intangle
intangled
intangles
intangling
integrate
integrated
integrates
integrating
intellectualise
intellectualised
intellectualises
intellectualising
intellectualize
intellectualized
intellectualizes
intellectualizing
intemperate
intemperated
intend
intended
intender
intendered
intendering
intenders
intendest
intendeth
intendin'
intending
intends
intenerate
intenerated
intenerates
intenerating
intensate
intensated
intensates
intensating
intensen
intensened
intensening
intensens
intensified
intensifies
intensify
intensifying
intention
intentional walk
intentional walked
intentional walking
intentioned
inter
inter-be
inter-being
inter-is
interact
interacted
interacting
interacts
interaffect
interaffected
interaffecting
interaffects
interanimate
interanimated
interanimates
interanimating
interbed
interbedding
interbeds
interblend
interblended
interblending
interblends
interblent
interbred
interbreed
interbreeding
interbreeds
interbring
intercalate
intercalated
intercalates
intercalating
intercalibrate
intercalibrated
intercalibrating
intercede
interceded
intercedes
intercedest
intercedeth
interceding
interceed
interceeded
interceeding
interceeds
intercept
intercepted
intercepting
intercepts
intercessionate
intercessionated
intercessionates
intercessionating
interchain
interchained
interchaining
interchains
interchange
interchanged
interchanging
interclassified
interclassifies
interclassify
interclassifying
interclose
interclosed
intercloses
interclosing
intercloud
interclouded
interclouding
interclude
intercluded
intercludes
intercluding
intercoil
intercoiled
intercoiling
intercoils
intercome
intercommon
intercommoned
intercommoning
intercommons
intercommune
intercommuned
intercommunes
intercommunicate
intercommunicated
intercommunicates
intercommunicating
intercommuning
intercompare
intercompared
intercompares
intercomparing
interconnect
interconnected
interconnecting
interconnects
interconvert
interconverted
interconverting
interconverts
intercorrelate
intercorrelated
intercorrelates
intercorrelating
intercouple
intercoupled
intercouples
intercoupling
intercourse
intercoursed
intercoursing
intercrop
intercropped
intercropping
intercrops
intercross
intercrossed
intercrosses
intercrossing
interculturalize
interculturalized
interculturalizes
interculturalizing
intercur
intercurred
intercurring
intercurs
intercut
intercuts
intercutting
interdash
interdashed
interdashes
interdashing
interdate
interdated
interdates
interdeal
interdealing
interdeals
interdealt
interdepend
interdepended
interdepending
interdepends
interdevour
interdevoured
interdevouring
interdevours
interdict
interdicted
interdicteth
interdicting
interdicts
interdiffuse
interdiffused
interdiffuses
interdiffusing
interdigitate
interdigitated
interdigitates
interdigitating
interdine
interdined
interdines
interdining
interduce
intered
interess
interessed
interesses
interessing
interest
interested
interesterified
interesterifies
interesterify
interesterifying
